Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
19921716,ORI,Desperately Seeking Susan,,PG13,03/29/85,,"$27,398,584","$37,677","$27,436,261",267,"$1,526,098",3,,,1:44,"Drama, Comedy",,,Limited,
19922134,PAR,King David,,PG13,03/29/85,,"$4,924,215",,"$4,924,215",730,"$2,212,481",3,2.20,1.70,1:54,"Period, Drama",,,Wide,
19940317,WB,Police Academy II-Their First Assignment,,PG13,03/29/85,,"$55,545,243","$32,328,464","$87,873,707",1613,"$10,675,896",3,5.20,3.70,1:30,Comedy,,,Wide,
19942673,FOX,Return Of The Jedi-Reissue 85,,PG,03/29/85,,"$11,252,123",,"$11,252,123",849,"$3,209,056",3,3.50,2.50,2:13,"Sci/Fant, Act/Adv",,,Wide,
19922736,SON,"Slugger's Wife, The",,PG13,03/29/85,COL,"$1,878,561",,"$1,878,561",898,"$1,314,993",3,1.40,1.40,1:45,"Rom Com, Sports",,,Wide,
19921432,SON,Alamo Bay,,R,04/05/85,TRI,"$380,970",,"$380,970",3,"$20,505",3,,,1:39,Drama,,,Limited,
19921604,MGM,Cat's Eye,,PG13,04/12/85,,"$8,983,803",,"$8,983,803",1460,"$3,451,191",3,2.60,2.00,1:34,Horror,,,Wide,
19921861,NW,Fraternity Vacation,,R,04/12/85,,"$3,333,306",,"$3,333,306",349,"$1,023,186",3,,,1:35,Comedy,,,Limited,
19921907,NW,Girls Just Want To Have Fun,,PG,04/12/85,,"$6,326,051",,"$6,326,051",613,"$1,650,078",3,3.80,3.00,1:30,Comedy,,,Wide,
19922153,WB,Ladyhawke,,PG13,04/12/85,,"$18,432,288",,"$18,432,288",1057,"$3,450,536",3,5.30,4.10,2:04,"Sci/Fant, Act/Adv, Period",,,Wide,
19922871,UNI,"Test Of Love, A",,PG,04/12/85,,"$95,827",,"$95,827",1,"$4,522",3,,,1:33,"Drama, Art/For",,,Exclusive,
19921652,CAN,"Company Of Wolves, The",,R,04/19/85,,"$4,389,334",,"$4,389,334",995,"$2,234,776",3,2.00,1.50,1:35,"Horror, Sci/Fant",,,Wide,
19922346,FOX,Moving Violations,,PG13,04/19/85,,"$10,627,754",,"$10,627,754",1322,"$3,469,488",3,3.10,2.50,1:30,Comedy,,,Wide,
19922120,SON,Just One Of The Guys,,PG13,04/26/85,COL,"$12,101,666",,"$12,101,666",1215,"$3,307,171",3,3.70,3.00,1:40,Comedy,,,Wide,
19922795,UNI,Stick,,R,04/26/85,,"$8,489,518",,"$8,489,518",1173,"$3,350,280",3,2.50,1.90,1:49,Susp/Th,,,Wide,
19921641,ORI,Code Of Silence,,R,05/03/85,,"$20,345,361",,"$20,345,361",1810,"$5,512,461",3,3.70,2.90,1:40,Act/Adv,,,Wide,
19921927,UNI,Gotcha!,,PG13,05/03/85,,"$10,806,919",,"$10,806,919",1218,"$2,360,484",3,4.60,3.50,1:34,"Act/Adv, Susp/Th",,,Wide,
19921946,MGM,Gymkata,,R,05/03/85,,"$3,279,486",,"$3,279,486",654,"$1,261,845",3,2.60,2.00,1:29,Act/Adv,,,Wide,
19922547,SON,Private Resort,,R,05/03/85,TRI,"$477,761",,"$477,761",102,"$163,704",3,,,1:22,Comedy,,,Limited,
19922586,CAN,Rappin',,PG,05/10/85,,"$2,864,844",,"$2,864,844",1150,"$1,802,204",3,1.60,1.40,1:32,"Drama, Urb/Eth",,,Wide,
19922669,PAR,Rustler's Rhapsody,,PG,05/10/85,,"$5,311,922",,"$5,311,922",1480,"$2,374,973",3,2.20,1.70,1:29,"Comedy, Western",,,Wide,
19921567,UNI,Brewster's Millions,,PG,05/22/85,,"$40,833,132",,"$40,833,132",1499,"$9,858,905",3,4.10,3.50,1:37,Comedy,,,Wide,
19922584,SON,Rambo-First Blood Part II,,R,05/22/85,TRI,"$150,415,432","$150,000,000","$300,415,432",2074,"$25,070,946",3,6.00,4.70,1:35,"Act/Adv, War",,,Wide,
19995964,IS,Dangerous Moves,,NR,05/24/85,,,,,,,4,,,1:35,"Art/For, Susp/Th",,,Exclusive,Academy Run
19922981,MGM,"View To A Kill, A",,PG,05/24/85,,"$50,327,960","$105,000,000","$155,327,960",1583,"$13,294,435",4,3.80,3.10,2:11,"Act/Adv, Susp/Th",,,Wide,
19921846,UNI,Fletch,,PG,05/31/85,,"$50,612,888",,"$50,612,888",1225,"$7,022,297",3,7.20,4.90,1:36,"Comedy, Susp/Th",,,Wide,
19922846,MGM,Sylvia-MGM,,PG,05/31/85,,"$155,768",,"$155,768",,"$7,268",3,,,1:39,"Art/For, Bio, Drama",,,Exclusive,
19921925,WB,"Goonies, The",,PG,06/07/85,,"$66,911,732","$35,215,177","$102,126,909",1705,"$9,105,913",3,7.30,4.90,1:51,"Act/Adv, Comedy",0,,Wide,
19974081,SON,Perfect - SON,,R,06/07/85,COL,"$12,918,858",,"$12,918,858",1344,"$4,222,810",3,3.10,2.10,2:00,Drama,,,Wide,
19921684,PAR,D.A.R.Y.L.,,PG,06/14/85,,"$6,818,214",,"$6,818,214",1100,"$2,649,832",3,2.60,1.70,1:39,"Act/Adv, Sci/Fant",,,Wide,
19922549,FOX,Prizzi's Honor,,R,06/14/85,,"$26,657,534",,"$26,657,534",719,"$4,234,537",3,6.30,4.10,2:09,Dark Com,,,Wide,
19922687,ORI,Secret Admirer,,R,06/14/85,,"$8,622,757",,"$8,622,757",1300,"$2,414,984",3,3.60,2.20,1:38,Rom Com,,,Wide,
19941291,FOX,Cocoon,,PG13,06/21/85,,"$76,113,161","$17,120,632","$93,233,793",1140,"$7,936,427",3,9.60,5.80,1:57,"Sci/Fant, Comedy",,,Wide,
19922184,SON,Lifeforce,,R,06/21/85,TRI,"$11,603,545",,"$11,603,545",1526,"$4,209,136",3,2.80,1.90,1:41,"Horror, Sci/Fant",,,Wide,
19922615,DIS,Return To Oz,,PG,06/21/85,DIS,"$11,137,801",,"$11,137,801",1238,"$2,844,895",3,3.90,2.40,1:50,"Sci/Fant, Child/Fam",,,Wide,
19922467,WB,Pale Rider,,R,06/28/85,,"$41,410,568","$23,573,716","$64,984,284",1710,"$9,119,111",3,4.50,2.90,1:55,"Western, Act/Adv",,,Wide,
19922597,MGM,Red Sonja,,PG13,06/28/85,,"$6,934,812",,"$6,934,812",88,"$284,662",3,,,1:29,"Act/Adv, Sci/Fant",,,Limited,
19922777,SON,St. Elmo's Fire,,R,06/28/85,COL,"$37,803,872",,"$37,803,872",1204,"$6,128,157",3,6.20,3.80,1:48,Drama,,,Wide,
19940315,UNI,Back To The Future,,PG,07/03/85,,"$205,920,040","$170,500,000","$376,420,040",1341,"$11,152,500",3,18.50,11.20,1:56,"Sci/Fant, Comedy",96,,Wide,
20004002,UFD,Day Of The Dead,,,07/03/85,,,,,,,3,,,1:42,Horror,,,Not Set,
19921768,EMB,"Emerald Forest, The",,R,07/03/85,,"$24,468,550",,"$24,468,550",115,"$4,345,150",3,5.60,4.00,1:53,"Drama, Act/Adv",,,Wide,
19922238,WB,Mad Max Beyond Thunderdome,,PG13,07/10/85,,"$36,230,219","$16,149,081","$52,379,300",1361,"$7,283,714",3,5.00,3.30,1:46,"Act/Adv, Sci/Fant",,,Wide,
19922724,SON,Silverado,,PG13,07/10/85,COL,"$41,802,588",,"$41,802,588",1168,"$3,522,897",3,11.90,7.90,2:12,Western,,,Wide,
19921796,PAR,Explorers,,PG,07/12/85,,"$8,214,241",,"$8,214,241",1750,"$3,607,340",3,2.30,1.50,1:49,Sci/Fant,,,Wide,
19941442,UNI,E.T. The Extra Terrestrial Reissue 1985,,PG,07/19/85,,"$40,607,502","$20,300,000","$60,907,502",1684,"$8,807,023",3,4.60,2.90,1:55,"Child/Fam, Sci/Fant",,,Wide,
19922168,SON,Legend Of Billie Jean,,PG13,07/19/85,TRI,"$3,099,497",,"$3,099,497",903,"$1,466,884",3,2.10,1.70,1:36,Drama,,,Wide,
19922263,FOX,"Man With One Red Shoe, The",,PG,07/19/85,,"$8,645,411",,"$8,645,411",1014,"$3,139,025",3,2.80,1.80,1:32,Comedy,,,Wide,
19922480,WB,Pee Wee's Big Adventure,,PG,07/19/85,,"$41,031,970",,"$41,031,970",21,"$135,122",3,,,1:30,Comedy,,,Limited,
19923003,MGM,Wetherby,,R,07/19/85,,"$1,140,533",,"$1,140,533",2,"$37,283",3,,,1:44,"Art/For, Drama",,,Exclusive,NYC
19921534,DIS,Black Cauldron,,PG,07/24/85,DSA,"$21,334,378",,"$21,334,378",1276,"$4,180,110",3,5.10,3.00,1:20,"Anim, Child/Fam, Sci/Fant",,,Wide,
19921985,ORI,"Heavenly Kid, The",,PG13,07/26/85,,"$3,852,271",,"$3,852,271",1019,"$1,614,225",3,2.40,1.50,1:29,Comedy,,,Wide,
19922141,ILA,Kiss Of The Spider Woman,,R,07/26/85,,"$17,284,688",,"$17,284,688",1,"$55,962",3,,,1:59,"Drama, Art/For",,,Exclusive,
19922383,WB,National Lampoon's European Vacation,,PG13,07/26/85,,"$49,507,160","$2,146,853","$51,654,013",1546,"$12,329,627",3,4.00,2.50,1:34,Comedy,,,Wide,
19921849,WB,Follow That Bird,,G,08/02/85,,"$13,993,184","$383,873","$14,377,057",1129,"$2,415,626",3,5.80,2.90,1:28,Child/Fam,,,Wide,
19921886,SON,Fright Night,,R,08/02/85,COL,"$24,922,237","$868,446","$25,790,683",1542,"$6,118,543",3,4.10,2.80,1:45,Horror,,,Wide,
19923020,UNI,Weird Science,,PG13,08/02/85,,"$23,922,438",,"$23,922,438",1158,"$4,895,422",3,4.90,2.90,1:34,"Comedy, Sci/Fant",,,Wide,
19922592,SON,Real Genius,,PG,08/07/85,TRI,"$12,952,019",,"$12,952,019",990,"$2,557,180",3,5.10,3.60,1:44,Comedy,,,Wide,
19922373,DIS,My Science Project,,PG,08/09/85,TOU,"$4,122,748",,"$4,122,748",1003,"$1,504,118",3,2.70,1.70,1:35,"Comedy, Sci/Fant",,,Wide,
19922826,PAR,Summer Rental,,PG,08/09/85,,"$23,581,440",,"$23,581,440",1584,"$5,754,289",3,4.10,2.60,1:28,Comedy,,,Wide,
19922130,FOX,Key Exchange,,R,08/14/85,,"$427,093",,"$427,093",9,"$60,743",3,,,1:36,Rom Com,,,Exclusive,
19921448,WB,American Flyers,,PG13,08/16/85,,"$3,087,000","$23,049","$3,110,049",5,"$78,345",3,,,1:53,"Drama, Child/Fam",,,Exclusive,
19921568,SON,"Bride, The",,PG13,08/16/85,COL,"$3,558,669","$20,912","$3,579,581",955,"$1,763,277",3,2.00,1.30,1:58,Horror,,,Wide,
19922612,ORI,Return Of The Living Dead,,R,08/16/85,,"$14,237,880",,"$14,237,880",1506,"$4,403,169",3,3.20,2.20,1:31,"Horror, Comedy",,,Wide,
19922985,SON,Volunteers,,R,08/16/85,TRI,"$19,875,740",,"$19,875,740",1560,"$5,184,360",3,3.80,2.80,1:46,Comedy,,,Wide,
19923046,MGM,Year Of The Dragon,,R,08/16/85,,"$18,706,046",,"$18,706,046",982,"$4,039,079",3,4.60,3.10,2:16,"Act/Adv, Susp/Th",,,Wide,
19921523,WB,Better Off Dead,,PG,08/23/85,,"$10,297,601",,"$10,297,601",13,"$56,371",3,,,1:38,Comedy,,,Limited,
19920462,SON,Ghostbusters-Reissue,,PG,08/23/85,COL,"$9,389,135",,"$9,389,135",990,"$2,085,116",3,4.50,3.10,1:47,"Comedy, Sci/Fant",,,Wide,
19923158,NW,Godzilla 1985,,PG,08/23/85,,"$4,116,395",,"$4,116,395",235,"$509,502",3,,,1:31,"Sci/Fant, Art/For",,,Limited,
19922553,WB,"Protector, The - WB",,R,08/23/85,,"$985,385","$465,616","$1,451,001",90,"$354,094",3,,,1:31,"Act/Adv, Susp/Th",,,Limited,
19922820,NW,"Stuff, The",,R,08/23/85,,"$290,000",,"$290,000",211,"$290,000",3,,,1:33,"Horror, Comedy, Sci/Fant",,,Limited,
19922857,ATL,Teen Wolf,,PG,08/23/85,,"$33,086,611",,"$33,086,611",1416,"$6,120,348",3,5.40,3.40,1:31,Comedy,,,Wide,
19922992,FOX,Warning Sign,,R,08/23/85,,"$1,918,117",,"$1,918,117",421,"$707,990",3,,,1:39,"Horror, Susp/Th",,,Limited,
19940817,CAN,American Ninja,,R,08/30/85,,"$10,499,694",,"$10,499,694",672,"$3,234,837",4,3.20,2.60,1:30,Act/Adv,,,Wide,
19921511,ORI,Beer,,R,08/30/85,,"$59,060",,"$59,060",,,4,,1.00,1:22,Comedy,,,Wide,
19921654,PAR,Compromising Positions,,R,08/30/85,,"$10,784,499",,"$10,784,499",570,"$3,014,756",4,3.60,3.00,1:39,"Dark Com, Susp/Th",,,Wide,
19921844,ORI,Flesh And Blood,,R,08/30/85,,"$300,000",,"$300,000",,,4,,,2:06,"Act/Adv, Period, War",,,Limited,
19942684,WB,Gremlins-Reissue,,PG,08/30/85,AMB,"$4,996,035",,"$4,996,035",1174,"$2,393,778",4,2.10,1.80,1:51,"Comedy, Act/Adv, Sci/Fant",,,Wide,
19922099,FOX,Joshua Then And Now,,R,09/06/85,,"$542,420",,"$542,420",1,"$17,188",3,,,1:59,"Comedy, Art/For, Drama",,,Exclusive,
19922081,UNI,James Joyce's Women,,R,09/12/85,,"$377,551",,"$377,551",1,"$8,103",3,,,1:31,Drama,,,Exclusive,
19921424,WB,After Hours,,R,09/13/85,,"$10,609,321","$5,429,955","$16,039,276",1,"$45,435",3,,,1:37,Dark Com,,,Exclusive,
19921428,SON,Agnes Of God,,PG13,09/13/85,COL,"$25,627,836","$36,101","$25,663,937",8,"$220,642",3,,,1:38,"Drama, Susp/Th",,,Exclusive,
19922320,WB,Mishima,,R,09/13/85,,"$851,100","$345,324","$1,196,424",1,"$10,378",3,,,2:00,"Art/For, Bio, Drama",,,Exclusive,
19922456,CAN,Ordeal By Innocence,,PG13,09/13/85,,"$325,000",,"$325,000",31,"$150,000",3,,,1:31,"Susp/Th, Art/For",,,Limited,
19922516,FOX,Plenty,,R,09/19/85,,"$6,148,000",,"$6,148,000",24,"$436,266",3,,,2:05,Drama,,,Limited,
19921666,UNI,Creator,,R,09/20/85,,"$5,349,607",,"$5,349,607",820,"$2,010,728",3,2.70,2.00,1:47,Rom Com,,,Wide,
19922342,UNI,Morons From Outer Space,,PG13,09/20/85,,"$444,707",,"$444,707",2,"$15,845",3,,,1:27,"Comedy, Art/For",,,Exclusive,
19922990,CAN,War And Love,,PG13,09/20/85,,"$50,000",,"$50,000",2,"$40,000",3,,,1:52,"Period, Drama",,,Exclusive,
19921640,MGM,Code Name Emerald,,PG,09/27/85,,"$561,548",,"$561,548",195,"$241,108",3,,,1:35,"Act/Adv, War",,,Limited,
19921909,UNI,Glenn Miller Story-Reissue,,NR,09/27/85,,"$200,943",,"$200,943",2,"$10,288",3,,,1:55,"Bio, Drama, Music",,,Exclusive,
19922070,CAN,Invasion U.S.A.,,R,09/27/85,,"$17,536,256",,"$17,536,256",1735,"$6,891,609",3,2.50,1.90,1:47,Act/Adv,,,Wide,
19922101,DIS,"Journey Of Natty Gann, The",,PG,09/27/85,DIS,"$9,708,373",,"$9,708,373",163,"$527,353",3,,,1:40,"Act/Adv, Child/Fam",,,Limited,
19922274,MGM,Marie,,PG13,09/27/85,,"$2,507,995",,"$2,507,995",103,"$241,423",3,,,1:52,"Drama, Bio",,,Limited,
19922287,ORI,Maxie,,PG,09/27/85,,"$2,564,278",,"$2,564,278",778,"$1,121,531",3,2.30,1.80,1:30,"Comedy, Rom Com",,,Wide,
19996041,OC,Ran,,R,09/27/85,,"$3,944,980",,"$3,944,980",,"$287,569",3,,,2:40,"Art/For, Drama, Period",,,Not Set,
20072225,EC,"Shooting Party, The",,,Sep/1985,,,,,,,3,,,,"Drama, Period",,,Not Set,
19996046,EC,Angry Harvest,,,09/30/85,,,,,,,3,,,1:41,"Art/For, Drama",,,Limited,
19922839,SON,Sweet Dreams,,PG13,10/02/85,TRI,"$9,085,049",,"$9,085,049",7,"$80,418",3,,,1:55,"Drama, Bio",,,Exclusive,
19996042,EWK,Broken Rainbow,,,10/04/85,,,,,,,3,,,1:10,"Doc, Drama",,,Limited,
19996047,OC,Colonel Redl,,R,10/04/85,,"$2,357",,"$2,357",1,"$2,357",3,,,2:24,"Art/For, Bio",,,Exclusive,
19921650,FOX,Commando,,R,10/04/85,,"$35,100,000",,"$35,100,000",1495,"$7,700,015",3,4.60,3.40,1:30,Act/Adv,,,Wide,
19921724,FOX,"Doctor And The Devils, The",,R,10/04/85,,"$147,070",,"$147,070",4,"$22,559",3,,,1:33,"Horror, Drama, Susp/Th",,,Exclusive,
19921736,UNI,Dreamchild,,PG,10/04/85,,"$1,215,923",,"$1,215,923",1,"$5,425",3,,,1:34,"Drama, Art/For, Bio",,,Exclusive,
19922079,SON,Jagged Edge,,R,10/04/85,COL,"$40,491,165",,"$40,491,165",1125,"$4,094,091",3,9.90,7.30,1:48,Susp/Th,,,Wide,
19922602,ORI,Remo Williams-The Adventure Begins,,PG13,10/11/85,,"$14,393,902",$466,"$14,394,368",1170,"$3,376,971",3,4.30,3.60,2:01,"Act/Adv, Susp/Th",,,Wide,
19922723,PAR,Silver Bullet,,R,10/11/85,,"$11,072,323",,"$11,072,323",1258,"$4,013,563",3,2.80,2.30,1:35,Horror,,,Wide,
19996050,CAN,When Father Was Away On Business,,R,10/11/85,,"$16,131",,"$16,131",1,"$11,614",3,,,2:24,"Art/For, Drama",,,Exclusive,
19923025,UNI,Wild Geese II,,R,10/16/85,,"$69,343",,"$69,343",48,"$30,000",3,,,2:05,"Act/Adv, Art/For, War",,,Limited,
19922002,UNI,"Holcroft Covenant, The",,R,10/18/85,,"$393,825",,"$393,825",73,"$151,627",3,,,1:52,"Susp/Th, Art/For",,,Limited,
19922943,YOR,Twice In A Lifetime,,R,10/23/85,,"$8,402,424",,"$8,402,424",176,"$922,040",3,,,1:57,Drama,,,Exclusive,
19922145,WB,Krush Groove,,R,10/25/85,,"$11,370,680","$10,597","$11,381,277",519,"$2,905,293",3,3.90,3.20,1:37,"Music, Urb/Eth",,,Wide,
19922370,SON,My Man Adam,,R,10/25/85,TRI,"$92,920",,"$92,920",101,"$92,920",3,,,1:24,Comedy,,,Limited,
19921706,CAN,Death Wish III,,R,11/01/85,,"$16,116,878",,"$16,116,878",1460,"$5,319,116",3,3.00,2.30,1:30,Act/Adv,6,,Wide,
19993933,WB,Eleni,,PG,11/01/85,,"$488,554",,"$488,554",1,"$27,875",3,,,1:57,Drama,,,Exclusive,
19922234,PAR,Macaroni,,PG,11/01/85,,"$257,398",,"$257,398",13,"$119,625",3,,,1:44,"Comedy, Drama",,,Limited,
19974077,NL,"Nightmare On Elm Street II, A-Freddy's Revenge",,R,11/01/85,,"$29,999,213","$1,652,580","$31,651,793",522,"$2,865,475",3,10.50,8.00,1:24,Horror,,,Wide,
19922909,MGM,To Live And Die In L.A.,,R,11/01/85,,"$17,307,019",,"$17,307,019",1135,"$3,551,761",3,4.90,3.50,1:56,Susp/Th,,,Wide,
19996048,ALM,"Official Story, The",,NR,11/08/85,,"$29,426",,"$29,426",1,"$29,426",3,,,1:52,Art/For,,,Exclusive,
19922821,ISL,Subway,,R,11/08/85,,"$390,659",,"$390,659",1,"$11,332",3,,,1:43,"Susp/Th, Art/For, Drama",,,Exclusive,
19972046,WB,Target-WB,,G,11/08/85,,"$9,231,558","$2,915,787","$12,147,345",1085,"$2,670,522",3,3.50,1.00,1:57,"Act/Adv, Susp/Th",,,Wide,
19922877,PAR,"That Was Then, This Is Now",,R,11/08/85,,"$7,930,165",,"$7,930,165",800,"$2,502,780",3,3.20,2.40,1:42,Drama,,,Wide,
19922925,NW,Transylvania 6-5000,,PG,11/08/85,,"$7,196,872",,"$7,196,872",701,"$2,507,542",3,2.90,2.20,1:33,"Comedy, Horror",,,Wide,
19920125,SON,Big Trouble-Sony,,R,11/15/85,COL,"$340,000",,"$340,000",12,"$30,000",3,,,1:33,Comedy,,,Limited,Jacksonville
19922446,GOL,Once Bitten,,PG13,11/15/85,,"$10,000,000",,"$10,000,000",1095,"$4,025,657",3,2.50,2.30,1:34,"Rom Com, Horror",,,Wide,
19922582,WB,Rainbow Brite,,G,11/15/85,,"$5,517,590","$21,942","$5,539,532",1088,"$1,847,962",3,3.00,1.00,1:25,"Anim, Child/Fam",,,Wide,
19921491,FOX,Bad Medicine,,PG13,11/22/85,,"$2,685,453",,"$2,685,453",731,"$1,289,783",3,2.10,1.50,1:37,Comedy,,,Wide,
19921818,MGM,Fever Pitch-MGM,,R,11/22/85,,"$618,847",,"$618,847",227,"$343,230",3,,,1:36,Drama,,,Limited,
19922138,CAN,King Solomon's Mines,,PG13,11/22/85,,"$15,057,465",,"$15,057,465",1122,"$5,005,788",3,3.00,2.30,1:40,Act/Adv,,,Wide,
19922450,DIS,One Magic Christmas,,G,11/22/85,DIS,"$13,677,222",,"$13,677,222",824,"$2,662,241",3,5.10,3.60,1:28,"Sci/Fant, Drama",,,Wide,
