Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
19995638,WB,"Star Is Born, A - 1954",,NR,09/29/54,,"$12,000,000",,"$12,000,000",,,3,,,3:01,"Music, Drama",,,Not Set,
19995670,UNI,"Glenn Miller Story, The",,NR,12/01/54,,"$200,943",,"$200,943",,,3,,,1:55,"Bio, Drama, Music",,,Not Set,
19995682,WB,East Of Eden,,NR,04/09/55,,"$9,000,000",,"$9,000,000",,,3,,,1:55,Drama,,,Not Set,
20064750,DIS,Lady And The Tramp (Ani),,G,06/22/55,DSA,"$31,129,082","$14,348,181","$45,477,263",,,3,,,1:15,"Anim, Child/Fam",,,Wide,
20064848,UA,Othello,,NR,09/12/55,,"$377,401",,"$377,401",,,3,,,1:30,"Drama, Period",,,Exclusive,
19995687,WB,Rebel Without A Cause,,NR,10/29/55,,"$11,500,000","$4,220","$11,504,220",,,3,,,1:51,Drama,,,Not Set,
19995739,PAR,"Ten Commandments, The",,NR,10/05/56,,"$150,000","$225,157","$375,157",,,3,,,3:39,"Drama, Period",,,Not Set,
19995738,UA,Around The World In 80 Days - UA,,NR,11/17/56,,"$131,433","$4,234,492","$4,365,925",,,3,,,2:55,Act/Adv,,,Not Set,
19995720,WB,Giant,,NR,11/24/56,,"$32,677,909",,"$32,677,909",,,3,,,3:21,Drama,,,Not Set,
20064592,DIS,Bambi-Reissue 57,,G,07/03/57,DSA,"$6,000,000",,"$6,000,000",,"$6,000,000",3,,,1:09,"Anim, Child/Fam, Drama",,,Wide,
19996589,LOP,Nights Of Cabiria - LOP,,,12/01/57,,"$752,045",,"$752,045",,,3,,,1:50,"Art/For, Drama",,,Not Set,
19995829,PAR,Vertigo,,NR,05/09/58,,"$51,510",,"$51,510",,,3,,,2:07,Susp/Th,,,Not Set,
19995846,WB,Damn Yankees,,NR,09/28/58,,"$4,700,000",,"$4,700,000",,,3,,,1:50,"Music, Comedy, Sports",,,Not Set,
19995892,DIS,Sleeping Beauty,,G,01/29/59,DSA,"$13,328,248","$4,942,967","$18,271,215",,,3,,,1:15,"Anim, Child/Fam",,,Not Set,
19995874,MGM,North By Northwest,,NR,07/17/59,,"$87,245",,"$87,245",,,3,,,2:16,"Susp/Th, Drama",,,Not Set,
19996146,PAR,Psycho - PAR,,NR,03/08/60,,"$159,610",,"$159,610",,,3,,,1:49,Susp/Th,,,Not Set,
19987239,WB,Ocean's Eleven - 1960,,NR,08/10/60,,"$12,500,000",,"$12,500,000",,"$12,500,000",3,,,2:07,"Comedy, Susp/Th",,,Not Set,
19996138,UNI,Spartacus,,NR,10/06/60,,"$23,830,650",,"$23,830,650",,,3,,,3:02,"Drama, Period, War",,,Not Set,
